phrase_id,category,subcategory,canonical_text,tts_text,key_terms,difficulty
CLIN3_01502,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 50 mmHg y NPi 0.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe cincuenta milímetros de mercurio y NPi cero punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01503,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 50 mmHg y NPi 2.0.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe cincuenta milímetros de mercurio y NPi dos punto cero.",GCS|ICP|CPP|NPi,hard
CLIN3_01504,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 50 mmHg y NPi 3.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe cincuenta milímetros de mercurio y NPi tres punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01505,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 50 mmHg y NPi 4.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe cincuenta milímetros de mercurio y NPi cuatro punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01506,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 60 mmHg y NPi 0.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe sesenta milímetros de mercurio y NPi cero punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01507,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 60 mmHg y NPi 2.0.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe sesenta milímetros de mercurio y NPi dos punto cero.",GCS|ICP|CPP|NPi,hard
CLIN3_01508,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 60 mmHg y NPi 3.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe sesenta milímetros de mercurio y NPi tres punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01509,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 60 mmHg y NPi 4.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe sesenta milímetros de mercurio y NPi cuatro punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01510,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 70 mmHg y NPi 0.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe setenta milímetros de mercurio y NPi cero punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01511,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 70 mmHg y NPi 2.0.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe setenta milímetros de mercurio y NPi dos punto cero.",GCS|ICP|CPP|NPi,hard
CLIN3_01512,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 70 mmHg y NPi 3.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe setenta milímetros de mercurio y NPi tres punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01513,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 70 mmHg y NPi 4.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe setenta milímetros de mercurio y NPi cuatro punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01514,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 80 mmHg y NPi 0.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe ochenta milímetros de mercurio y NPi cero punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01515,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 80 mmHg y NPi 2.0.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe ochenta milímetros de mercurio y NPi dos punto cero.",GCS|ICP|CPP|NPi,hard
CLIN3_01516,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 80 mmHg y NPi 3.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe ochenta milímetros de mercurio y NPi tres punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01517,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 15 mmHg, CPP 80 mmHg y NPi 4.5.","gramose ce ese tres, i ce pe quince milímetros de mercurio, ce pe pe ochenta milímetros de mercurio y NPi cuatro punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01518,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 22 mmHg, CPP 50 mmHg y NPi 0.5.","gramose ce ese tres, i ce pe veintidos milímetros de mercurio, ce pe pe cincuenta milímetros de mercurio y NPi cero punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01519,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 22 mmHg, CPP 50 mmHg y NPi 2.0.","gramose ce ese tres, i ce pe veintidos milímetros de mercurio, ce pe pe cincuenta milímetros de mercurio y NPi dos punto cero.",GCS|ICP|CPP|NPi,hard
CLIN3_01520,Neuro-UCI,Neuromonitoreo,"GCS 3, ICP 22 mmHg, CPP 50 mmHg y NPi 3.5.","gramose ce ese tres, i ce pe veintidos milímetros de mercurio, ce pe pe cincuenta milímetros de mercurio y NPi tres punto cinco.",GCS|ICP|CPP|NPi,hard
CLIN3_01521,Neuro-UCI,Hallazgos,Neuro-UCI: EVD abierta a diez centímetros de agua.,Neuro-UCI: e uve de abierta a diez centímetros de agramosua.,EVD abierta a diez centímetros de agua,challenge
CLIN3_01522,Neuro-UCI,Hallazgos,Neuro-UCI: EVD cerrada para medición de ICP.,Neuro-UCI: e uve de cerrada para medición de i ce pe.,EVD cerrada para medición de ICP,challenge
CLIN3_01523,Neuro-UCI,Hallazgos,Neuro-UCI: status epiléptico no convulsivo en EEG.,Neuro-UCI: status epiléptico no convulsivo en e e gramose.,status epiléptico no convulsivo en EEG,challenge
CLIN3_01524,Neuro-UCI,Hallazgos,Neuro-UCI: burst suppression en EEG.,Neuro-UCI: burst suppression en e e gramose.,burst suppression en EEG,challenge
CLIN3_01525,Neuro-UCI,Hallazgos,Neuro-UCI: anisocoria de nueva aparición.,Neuro-UCI: anisocoria de nueva aparición.,anisocoria de nueva aparición,challenge
CLIN3_01526,Neuro-UCI,Hallazgos,Neuro-UCI: pupilas arreactivas bilateralmente.,Neuro-UCI: pupilas arreactivas bilateralmente.,pupilas arreactivas bilateralmente,challenge
CLIN3_01527,Neuro-UCI,Hallazgos,Neuro-UCI: craniectomía descompresiva reciente.,Neuro-UCI: craniectomía descompresiva reciente.,craniectomía descompresiva reciente,challenge
CLIN3_01528,Neuro-UCI,Hallazgos,Neuro-UCI: hipertensión intracraneal refractaria.,Neuro-UCI: hipertensión intracraneal refractaria.,hipertensión intracraneal refractaria,challenge
CLIN3_01529,Neuro-UCI,Hallazgos,Neuro-UCI: drenaje de LCR por EVD.,Neuro-UCI: drenaje de LCR por e uve de.,drenaje de LCR por EVD,challenge
CLIN3_01530,Neuro-UCI,Hallazgos,Neuro-UCI: osmoterapia con solución hipertónica.,Neuro-UCI: osmoterapia con solución hipertónica.,osmoterapia con solución hipertónica,challenge
CLIN3_01531,Neuro-UCI,Hallazgos,Neuro-UCI: osmoterapia con manitol.,Neuro-UCI: osmoterapia con manitol.,osmoterapia con manitol,challenge
CLIN3_01532,Neuro-UCI,Hallazgos,Neuro-UCI: sedación con midazolam por status epiléptico.,Neuro-UCI: sedación con midazolam por status epiléptico.,sedación con midazolam por status epiléptico,challenge
CLIN3_01533,Neuro-UCI,Hallazgos,Neuro-UCI: ketamina en infusión por status refractario.,Neuro-UCI: ketamina en infusión por status refractario.,ketamina en infusión por status refractario,challenge
CLIN3_01534,Neuro-UCI,Hallazgos,Neuro-UCI: temperatura objetivo en postparo.,Neuro-UCI: temperatura objetivo en postparo.,temperatura objetivo en postparo,challenge
CLIN3_01535,Neuro-UCI,Hallazgos,Neuro-UCI: mioclonías postanóxicas.,Neuro-UCI: mioclonías postanóxicas.,mioclonías postanóxicas,challenge
CLIN3_01536,Neuro-UCI,Hallazgos,Neuro-UCI: respuesta motora en extensión.,Neuro-UCI: respuesta motora en extensión.,respuesta motora en extensión,challenge
CLIN3_01537,Neuro-UCI,Hallazgos,Neuro-UCI: respuesta motora localizada.,Neuro-UCI: respuesta motora localizada.,respuesta motora localizada,challenge
CLIN3_01538,Neuro-UCI,Hallazgos,Neuro-UCI: reflejo corneal presente.,Neuro-UCI: reflejo corneal presente.,reflejo corneal presente,challenge
CLIN3_01539,Neuro-UCI,Hallazgos,Neuro-UCI: reflejo tusígeno presente.,Neuro-UCI: reflejo tusígramoseno presente.,reflejo tusígeno presente,challenge
CLIN3_01540,Neuro-UCI,Hallazgos,Neuro-UCI: NIRS cerebral en monitorización.,Neuro-UCI: NIRS cerebral en monitorización.,NIRS cerebral en monitorización,challenge
CLIN3_01541,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1200 kcal/día y proteína 60 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil doscientos kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01542,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1200 kcal/día y proteína 80 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil doscientos kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01543,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1200 kcal/día y proteína 100 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil doscientos kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01544,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1200 kcal/día y proteína 120 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil doscientos kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01545,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1600 kcal/día y proteína 60 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil seiscientos kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01546,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1600 kcal/día y proteína 80 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil seiscientos kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01547,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1600 kcal/día y proteína 100 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil seiscientos kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01548,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 1600 kcal/día y proteína 120 g/día.","Nutrición enteral a veinte mililitros por hora, meta mil seiscientos kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01549,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2000 kcal/día y proteína 60 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01550,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2000 kcal/día y proteína 80 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01551,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2000 kcal/día y proteína 100 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01552,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2000 kcal/día y proteína 120 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01553,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2400 kcal/día y proteína 60 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01554,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2400 kcal/día y proteína 80 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01555,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2400 kcal/día y proteína 100 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01556,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 20 mL/h, meta 2400 kcal/día y proteína 120 g/día.","Nutrición enteral a veinte mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01557,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1200 kcal/día y proteína 60 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil doscientos kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01558,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1200 kcal/día y proteína 80 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil doscientos kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01559,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1200 kcal/día y proteína 100 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil doscientos kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01560,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1200 kcal/día y proteína 120 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil doscientos kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01561,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1600 kcal/día y proteína 60 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil seiscientos kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01562,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1600 kcal/día y proteína 80 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil seiscientos kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01563,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1600 kcal/día y proteína 100 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil seiscientos kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01564,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 1600 kcal/día y proteína 120 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta mil seiscientos kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01565,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2000 kcal/día y proteína 60 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01566,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2000 kcal/día y proteína 80 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01567,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2000 kcal/día y proteína 100 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01568,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2000 kcal/día y proteína 120 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01569,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2400 kcal/día y proteína 60 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01570,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2400 kcal/día y proteína 80 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01571,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2400 kcal/día y proteína 100 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01572,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 40 mL/h, meta 2400 kcal/día y proteína 120 g/día.","Nutrición enteral a cuarenta mililitros por hora, meta dos mil cuatrocientos kcal/día y proteína ciento veinte gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01573,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 60 mL/h, meta 1200 kcal/día y proteína 60 g/día.","Nutrición enteral a sesenta mililitros por hora, meta mil doscientos kcal/día y proteína sesenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01574,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 60 mL/h, meta 1200 kcal/día y proteína 80 g/día.","Nutrición enteral a sesenta mililitros por hora, meta mil doscientos kcal/día y proteína ochenta gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01575,Nutrición UCI,Nutrición enteral,"Nutrición enteral a 60 mL/h, meta 1200 kcal/día y proteína 100 g/día.","Nutrición enteral a sesenta mililitros por hora, meta mil doscientos kcal/día y proteína cien gramos/día.",nutrición enteral|kcal|proteína,standard
CLIN3_01576,Nutrición UCI,Situaciones,Se documenta intolerancia a nutrición enteral.,Se documenta intolerancia a nutrición enteral.,intolerancia a nutrición enteral,challenge
CLIN3_01577,Nutrición UCI,Situaciones,Se documenta alto riesgo de síndrome de realimentación.,Se documenta alto riesgramoso de síndrome de realimentación.,alto riesgo de síndrome de realimentación,challenge
CLIN3_01578,Nutrición UCI,Situaciones,Se documenta nutrición parenteral total.,Se documenta nutrición parenteral total.,nutrición parenteral total,challenge
CLIN3_01579,Nutrición UCI,Situaciones,Se documenta procinético por gastroparesia.,Se documenta procinético por gramosastroparesia.,procinético por gastroparesia,challenge
CLIN3_01580,Nutrición UCI,Situaciones,Se documenta residuo gástrico elevado.,Se documenta residuo gramosástrico elevado.,residuo gástrico elevado,challenge
CLIN3_01581,Nutrición UCI,Situaciones,Se documenta diarrea asociada a nutrición.,Se documenta diarrea asociada a nutrición.,diarrea asociada a nutrición,challenge
CLIN3_01582,Nutrición UCI,Situaciones,Se documenta sonda pospilórica.,Se documenta sonda pospilórica.,sonda pospilórica,challenge
CLIN3_01583,Nutrición UCI,Situaciones,Se documenta aporte proteico insuficiente.,Se documenta aporte proteico insuficiente.,aporte proteico insuficiente,challenge
CLIN3_01584,Nutrición UCI,Situaciones,Se documenta balance nitrogenado negativo.,Se documenta balance nitrogramosenado negramosativo.,balance nitrogenado negativo,challenge
CLIN3_01585,Nutrición UCI,Situaciones,Se documenta hipofosfatemia durante realimentación.,Se documenta hipofosfatemia durante realimentación.,hipofosfatemia durante realimentación,challenge
CLIN3_01586,Nutrición UCI,Situaciones,Se documenta hipomagnesemia durante realimentación.,Se documenta hipomagramosnesemia durante realimentación.,hipomagnesemia durante realimentación,challenge
CLIN3_01587,Nutrición UCI,Situaciones,Se documenta hiperglucemia asociada a nutrición parenteral.,Se documenta hipergramoslucemia asociada a nutrición parenteral.,hiperglucemia asociada a nutrición parenteral,challenge
CLIN3_01588,Nutrición UCI,Situaciones,Se documenta suspensión temporal de nutrición por procedimiento.,Se documenta suspensión temporal de nutrición por procedimiento.,suspensión temporal de nutrición por procedimiento,challenge
CLIN3_01589,Nutrición UCI,Situaciones,Se documenta reinicio de nutrición enteral.,Se documenta reinicio de nutrición enteral.,reinicio de nutrición enteral,challenge
CLIN3_01590,Nutrición UCI,Situaciones,Se documenta meta calórica alcanzada.,Se documenta meta calórica alcanzada.,meta calórica alcanzada,challenge
CLIN3_01591,Nutrición UCI,Situaciones,Se documenta nutrición trófica.,Se documenta nutrición trófica.,nutrición trófica,challenge
CLIN3_01592,Nutrición UCI,Situaciones,Se documenta ayuno por inestabilidad hemodinámica.,Se documenta ayuno por inestabilidad hemodinámica.,ayuno por inestabilidad hemodinámica,challenge
CLIN3_01593,Nutrición UCI,Situaciones,Se documenta suplementación de tiamina.,Se documenta suplementación de tiamina.,suplementación de tiamina,challenge
CLIN3_01594,Nutrición UCI,Situaciones,Se documenta vigilancia de triglicéridos con propofol.,Se documenta vigramosilancia de trigramoslicéridos con propofol.,vigilancia de triglicéridos con propofol,challenge
CLIN3_01595,Nutrición UCI,Situaciones,Se documenta aporte de agua libre.,Se documenta aporte de agramosua libre.,aporte de agua libre,challenge
CLIN3_01596,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 18 mm y pulsatilidad portal 20%.","vexus gramosrado cero, VCI dieciocho mm y pulsatilidad portal veinte por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01597,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 18 mm y pulsatilidad portal 30%.","vexus gramosrado cero, VCI dieciocho mm y pulsatilidad portal treinta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01598,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 18 mm y pulsatilidad portal 40%.","vexus gramosrado cero, VCI dieciocho mm y pulsatilidad portal cuarenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01599,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 18 mm y pulsatilidad portal 50%.","vexus gramosrado cero, VCI dieciocho mm y pulsatilidad portal cincuenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01600,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 18 mm y pulsatilidad portal 60%.","vexus gramosrado cero, VCI dieciocho mm y pulsatilidad portal sesenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01601,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 20 mm y pulsatilidad portal 20%.","vexus gramosrado cero, VCI veinte mm y pulsatilidad portal veinte por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01602,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 20 mm y pulsatilidad portal 30%.","vexus gramosrado cero, VCI veinte mm y pulsatilidad portal treinta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01603,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 20 mm y pulsatilidad portal 40%.","vexus gramosrado cero, VCI veinte mm y pulsatilidad portal cuarenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01604,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 20 mm y pulsatilidad portal 50%.","vexus gramosrado cero, VCI veinte mm y pulsatilidad portal cincuenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01605,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 20 mm y pulsatilidad portal 60%.","vexus gramosrado cero, VCI veinte mm y pulsatilidad portal sesenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01606,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 22 mm y pulsatilidad portal 20%.","vexus gramosrado cero, VCI veintidos mm y pulsatilidad portal veinte por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01607,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 22 mm y pulsatilidad portal 30%.","vexus gramosrado cero, VCI veintidos mm y pulsatilidad portal treinta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01608,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 22 mm y pulsatilidad portal 40%.","vexus gramosrado cero, VCI veintidos mm y pulsatilidad portal cuarenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01609,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 22 mm y pulsatilidad portal 50%.","vexus gramosrado cero, VCI veintidos mm y pulsatilidad portal cincuenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01610,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 22 mm y pulsatilidad portal 60%.","vexus gramosrado cero, VCI veintidos mm y pulsatilidad portal sesenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01611,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 24 mm y pulsatilidad portal 20%.","vexus gramosrado cero, VCI veinticuatro mm y pulsatilidad portal veinte por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01612,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 24 mm y pulsatilidad portal 30%.","vexus gramosrado cero, VCI veinticuatro mm y pulsatilidad portal treinta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01613,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 24 mm y pulsatilidad portal 40%.","vexus gramosrado cero, VCI veinticuatro mm y pulsatilidad portal cuarenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01614,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 24 mm y pulsatilidad portal 50%.","vexus gramosrado cero, VCI veinticuatro mm y pulsatilidad portal cincuenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01615,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 24 mm y pulsatilidad portal 60%.","vexus gramosrado cero, VCI veinticuatro mm y pulsatilidad portal sesenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01616,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 26 mm y pulsatilidad portal 20%.","vexus gramosrado cero, VCI veintiseis mm y pulsatilidad portal veinte por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01617,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 26 mm y pulsatilidad portal 30%.","vexus gramosrado cero, VCI veintiseis mm y pulsatilidad portal treinta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01618,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 26 mm y pulsatilidad portal 40%.","vexus gramosrado cero, VCI veintiseis mm y pulsatilidad portal cuarenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
CLIN3_01619,POCUS / VExUS,Congestión venosa,"VExUS grado 0, VCI 26 mm y pulsatilidad portal 50%.","vexus gramosrado cero, VCI veintiseis mm y pulsatilidad portal cincuenta por ciento.",VExUS|VCI|pulsatilidad portal,hard
