phrase_id,categoria,palabras_rotas,estado,canonical_text
CLIN3_00325,Bombas e infusiones,miligramos mililitros,REPARADA,"Bomba de dobutamina, dilución 250 mg en 250 mL, velocidad 5 mL/h."
CLIN3_00326,Bombas e infusiones,miligramos mililitros,REPARADA,"Bomba de dobutamina, dilución 250 mg en 250 mL, velocidad 10 mL/h."
CLIN3_00327,Bombas e infusiones,miligramos mililitros,REPARADA,"Bomba de dobutamina, dilución 250 mg en 250 mL, velocidad 15 mL/h."
CLIN3_00328,Bombas e infusiones,miligramos mililitros,REPARADA,"Bomba de dobutamina, dilución 250 mg en 250 mL, velocidad 20 mL/h."
CLIN3_00329,Bombas e infusiones,miligramos mililitros,REPARADA,"Bomba de dobutamina, dilución 250 mg en 250 mL, velocidad 30 mL/h."
CLIN3_00330,Bombas e infusiones,miligramos mililitros,REPARADA,"Bomba de amiodarona, dilución 900 mg en 500 mL, velocidad 2 mL/h."
CLIN3_00331,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 100 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00332,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 100 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00333,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 100 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00334,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 100 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00335,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 120 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00336,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 120 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00337,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 120 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00338,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 120 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00339,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 150 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00340,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 150 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00341,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 150 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00342,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 150 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00343,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 180 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00344,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 180 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00345,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 180 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00346,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 180 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00347,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 200 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00348,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 200 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00349,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 200 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00350,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHDF, Qb 200 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00351,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 100 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00352,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 100 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00353,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 100 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00354,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 100 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00355,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 120 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00356,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 120 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00357,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 120 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00358,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 120 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00359,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 150 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00360,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 150 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00361,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 150 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00362,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 150 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00363,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 180 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00364,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 180 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00365,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 180 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00366,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 180 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00367,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 200 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00368,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 200 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00369,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 200 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00370,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVHD, Qb 200 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00371,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 100 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00372,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 100 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00373,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 100 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00374,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 100 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00375,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 120 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00376,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 120 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00377,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 120 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00378,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 120 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00379,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 150 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00380,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 150 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00381,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 150 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00382,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 150 mL/min y dosis de efluente 35 mL/kg/h."
CLIN3_00383,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 180 mL/min y dosis de efluente 20 mL/kg/h."
CLIN3_00384,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 180 mL/min y dosis de efluente 25 mL/kg/h."
CLIN3_00385,CKRT / PRISMA,mililitros mlitros,REPARADA,"CKRT en modo CVVH, Qb 180 mL/min y dosis de efluente 30 mL/kg/h."
CLIN3_00386,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 20 ng/L y BNP 100 pg/mL."
CLIN3_00387,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 20 ng/L y BNP 500 pg/mL."
CLIN3_00388,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 20 ng/L y BNP 2000 pg/mL."
CLIN3_00389,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 20 ng/L y BNP 10000 pg/mL."
CLIN3_00390,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 100 ng/L y BNP 100 pg/mL."
CLIN3_00391,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 100 ng/L y BNP 500 pg/mL."
CLIN3_00392,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 100 ng/L y BNP 2000 pg/mL."
CLIN3_00393,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 100 ng/L y BNP 10000 pg/mL."
CLIN3_00394,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 500 ng/L y BNP 100 pg/mL."
CLIN3_00395,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 500 ng/L y BNP 500 pg/mL."
CLIN3_00396,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 500 ng/L y BNP 2000 pg/mL."
CLIN3_00397,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 500 ng/L y BNP 10000 pg/mL."
CLIN3_00398,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 2000 ng/L y BNP 100 pg/mL."
CLIN3_00399,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 2000 ng/L y BNP 500 pg/mL."
CLIN3_00400,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 2000 ng/L y BNP 2000 pg/mL."
CLIN3_00401,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 15%, troponina ultrasensible 2000 ng/L y BNP 10000 pg/mL."
CLIN3_00402,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 20 ng/L y BNP 100 pg/mL."
CLIN3_00403,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 20 ng/L y BNP 500 pg/mL."
CLIN3_00404,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 20 ng/L y BNP 2000 pg/mL."
CLIN3_00405,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 20 ng/L y BNP 10000 pg/mL."
CLIN3_00406,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 100 ng/L y BNP 100 pg/mL."
CLIN3_00407,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 100 ng/L y BNP 500 pg/mL."
CLIN3_00408,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 100 ng/L y BNP 2000 pg/mL."
CLIN3_00409,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 100 ng/L y BNP 10000 pg/mL."
CLIN3_00410,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 500 ng/L y BNP 100 pg/mL."
CLIN3_00411,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 500 ng/L y BNP 500 pg/mL."
CLIN3_00412,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 500 ng/L y BNP 2000 pg/mL."
CLIN3_00413,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 500 ng/L y BNP 10000 pg/mL."
CLIN3_00414,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 2000 ng/L y BNP 100 pg/mL."
CLIN3_00415,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 2000 ng/L y BNP 500 pg/mL."
CLIN3_00416,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 2000 ng/L y BNP 2000 pg/mL."
CLIN3_00417,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 25%, troponina ultrasensible 2000 ng/L y BNP 10000 pg/mL."
CLIN3_00418,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 35%, troponina ultrasensible 20 ng/L y BNP 100 pg/mL."
CLIN3_00419,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 35%, troponina ultrasensible 20 ng/L y BNP 500 pg/mL."
CLIN3_00420,Cardiología crítica,ngramos picogramos,REPARADA,"Fracción de eyección 35%, troponina ultrasensible 20 ng/L y BNP 2000 pg/mL."
CLIN3_00421,Cardiología crítica,cardiogramosénico gramosasto,REPARADA,Se documenta choque cardiogénico con bajo gasto.
CLIN3_00422,Cardiología crítica,agramosudo cardiogramosénico,REPARADA,Se documenta edema agudo pulmonar cardiogénico.
CLIN3_00428,Cardiología crítica,agramosuda,REPARADA,Se documenta insuficiencia mitral aguda.
CLIN3_00435,Cardiología crítica,agramosudo,REPARADA,Se documenta cor pulmonale agudo.
CLIN3_00442,Control de infecciones,gramosotas,REPARADA,Indicar precauciones por gotas.
CLIN3_00445,Control de infecciones,higramosiene,REPARADA,Indicar higiene de manos reforzada.
CLIN3_00449,Control de infecciones,vigramosilancia,REPARADA,Indicar cultivos de vigilancia.
CLIN3_00451,Control de infecciones,negramosativa,REPARADA,Indicar habitación con presión negativa.
CLIN3_00453,Control de infecciones,gramosuantes,REPARADA,Indicar bata y guantes.
CLIN3_00496,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -18 cmH2O."
CLIN3_00497,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -25 cmH2O."
CLIN3_00498,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -30 cmH2O."
CLIN3_00499,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -40 cmH2O."
CLIN3_00500,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -18 cmH2O."
CLIN3_00501,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -25 cmH2O."
CLIN3_00502,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -30 cmH2O."
CLIN3_00503,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -40 cmH2O."
CLIN3_00504,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -18 cmH2O."
CLIN3_00505,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -25 cmH2O."
CLIN3_00506,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -30 cmH2O."
CLIN3_00507,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -40 cmH2O."
CLIN3_00508,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -18 cmH2O."
CLIN3_00509,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -25 cmH2O."
CLIN3_00510,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -30 cmH2O."
CLIN3_00511,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -40 cmH2O."
CLIN3_00512,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -18 cmH2O."
CLIN3_00513,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -25 cmH2O."
CLIN3_00514,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -30 cmH2O."
CLIN3_00515,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -40 cmH2O."
CLIN3_00516,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 65 y NIF -18 cmH2O."
CLIN3_00517,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 65 y NIF -25 cmH2O."
CLIN3_00518,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 65 y NIF -30 cmH2O."
CLIN3_00519,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 65 y NIF -40 cmH2O."
CLIN3_00520,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 85 y NIF -18 cmH2O."
CLIN3_00521,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 85 y NIF -25 cmH2O."
CLIN3_00522,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 85 y NIF -30 cmH2O."
CLIN3_00523,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 85 y NIF -40 cmH2O."
CLIN3_00524,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 105 y NIF -18 cmH2O."
CLIN3_00525,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 105 y NIF -25 cmH2O."
CLIN3_00526,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 105 y NIF -30 cmH2O."
CLIN3_00527,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 5 cmH2O, PEEP 8 cmH2O, RSBI 105 y NIF -40 cmH2O."
CLIN3_00528,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -18 cmH2O."
CLIN3_00529,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -25 cmH2O."
CLIN3_00530,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -30 cmH2O."
CLIN3_00531,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 45 y NIF -40 cmH2O."
CLIN3_00532,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -18 cmH2O."
CLIN3_00533,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -25 cmH2O."
CLIN3_00534,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -30 cmH2O."
CLIN3_00535,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 65 y NIF -40 cmH2O."
CLIN3_00536,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -18 cmH2O."
CLIN3_00537,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -25 cmH2O."
CLIN3_00538,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -30 cmH2O."
CLIN3_00539,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 85 y NIF -40 cmH2O."
CLIN3_00540,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -18 cmH2O."
CLIN3_00541,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -25 cmH2O."
CLIN3_00542,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -30 cmH2O."
CLIN3_00543,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 5 cmH2O, RSBI 105 y NIF -40 cmH2O."
CLIN3_00544,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -18 cmH2O."
CLIN3_00545,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -25 cmH2O."
CLIN3_00546,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -30 cmH2O."
CLIN3_00547,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 8 cmH2O, RSBI 45 y NIF -40 cmH2O."
CLIN3_00548,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 8 cmH2O, RSBI 65 y NIF -18 cmH2O."
CLIN3_00549,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 8 cmH2O, RSBI 65 y NIF -25 cmH2O."
CLIN3_00550,Destete y vía aérea,agramosua,REPARADA,"SBT con presión soporte 7 cmH2O, PEEP 8 cmH2O, RSBI 65 y NIF -30 cmH2O."
CLIN3_00551,Dispositivos y accesos,yugramosular,REPARADA,Catéter venoso central yugular derecho permeable.
CLIN3_00552,Dispositivos y accesos,yugramosular,REPARADA,Catéter venoso central yugular derecho sin retorno.
CLIN3_00553,Dispositivos y accesos,fugramosa yugramosular,REPARADA,Catéter venoso central yugular derecho con fuga.
CLIN3_00554,Dispositivos y accesos,sangramosrado yugramosular,REPARADA,Catéter venoso central yugular derecho con sangrado en el sitio.
CLIN3_00555,Dispositivos y accesos,yugramosular,REPARADA,Catéter venoso central yugular derecho sin datos de infección.
CLIN3_00556,Dispositivos y accesos,yugramosular,REPARADA,Catéter venoso central yugular derecho con eritema local.
CLIN3_00557,Dispositivos y accesos,yugramosular,REPARADA,Catéter venoso central yugular derecho recién colocado.
CLIN3_00560,Dispositivos y accesos,fugramosa,REPARADA,Catéter venoso central femoral izquierdo con fuga.
CLIN3_00561,Dispositivos y accesos,sangramosrado,REPARADA,Catéter venoso central femoral izquierdo con sangrado en el sitio.
CLIN3_00567,Dispositivos y accesos,fugramosa,REPARADA,Línea arterial radial derecha con fuga.
CLIN3_00568,Dispositivos y accesos,sangramosrado,REPARADA,Línea arterial radial derecha con sangrado en el sitio.
CLIN3_00574,Dispositivos y accesos,fugramosa,REPARADA,Línea arterial femoral con fuga.
CLIN3_00575,Dispositivos y accesos,sangramosrado,REPARADA,Línea arterial femoral con sangrado en el sitio.
CLIN3_00581,Dispositivos y accesos,fugramosa,REPARADA,Catéter de arteria pulmonar con fuga.
CLIN3_00582,Dispositivos y accesos,sangramosrado,REPARADA,Catéter de arteria pulmonar con sangrado en el sitio.
CLIN3_00588,Dispositivos y accesos,fugramosa,REPARADA,Sonda foley con fuga.
CLIN3_00589,Dispositivos y accesos,sangramosrado,REPARADA,Sonda foley con sangrado en el sitio.
CLIN3_00593,Dispositivos y accesos,nasogramosástrica,REPARADA,Sonda nasogástrica permeable.
CLIN3_00594,Dispositivos y accesos,nasogramosástrica,REPARADA,Sonda nasogástrica sin retorno.
CLIN3_00595,Dispositivos y accesos,fugramosa nasogramosástrica,REPARADA,Sonda nasogástrica con fuga.
CLIN3_00596,Dispositivos y accesos,nasogramosástrica sangramosrado,REPARADA,Sonda nasogástrica con sangrado en el sitio.
CLIN3_00597,Dispositivos y accesos,nasogramosástrica,REPARADA,Sonda nasogástrica sin datos de infección.
CLIN3_00598,Dispositivos y accesos,nasogramosástrica,REPARADA,Sonda nasogástrica con eritema local.
CLIN3_00599,Dispositivos y accesos,nasogramosástrica,REPARADA,Sonda nasogástrica recién colocado.
CLIN3_00600,Dispositivos y accesos,orogramosástrica,REPARADA,Sonda orogástrica permeable.
CLIN3_00601,Dispositivos y accesos,orogramosástrica,REPARADA,Sonda orogástrica sin retorno.
CLIN3_00602,Dispositivos y accesos,fugramosa orogramosástrica,REPARADA,Sonda orogástrica con fuga.
